Name,Distance,Rating,Votes,Address,OriginFile 
N S Gala General Store Near Union Bank Goregaon East,0.67 KM,4.2,11 Votes,"Shop No.06, Sarvan Mantion, Sonawala Road, Goregaon East, Mumbai - 400063, Near Union Bank",Goregaon
Maharashtra Grain Stores Kashikar Wadi Dutta Mandir Chowk Goregaon East,,,0 Votes,"Shop No 1, Aarey Road, Goregaon East, Mumbai - 400063, Kashikar Wadi, Dutta Mandir Chowk",Goregaon
Desai Company Goregaon East,,4.0,1 Votes,"90, J P Nagar,, Goregaon East, Mumbai - 400063",Goregaon
Anand Stores Near Bmc School Goregaon East,0.67 KM,,0 Votes,"A Ward, Shop No 5, Bmc Colony, Arun Kumar Vaidya Marg, Santosh Nagar, Goregaon East, Mumbai - 400065, Near Bmc School",Goregaon
Sawant Kirana General Store Near Bhawani Mata Mandir Hanuman Nagar Goregaon East,0.67 KM,,0 Votes,"I Ward, Shop No 20, Bmc Colony, Arunkumar Vaidya Marg, Santosh Nagar, Goregaon East, Mumbai - 400065, Near Bhawani Mata Mandir, Hanuman Nagar",Goregaon
Mateshwari Kirana Store Near Ware Highschool Goregaon East,0.67 KM,,0 Votes,"Shop No 1, Tathagat Chawl Committee, Arunkumar Vaidya Marg, Jaybhim Nagar, Goregaon East, Mumbai - 400065, Near Ware Highschool",Goregaon
Mamata Stores Opposite Buddha Vihar Goregaon East,0.67 KM,,0 Votes,"Shop No 2, Ganesh Nagar Chawl, Arunkumar Vaidya Marg, Santosh Nagar, Goregaon East, Mumbai - 400065, Opposite Buddha Vihar",Goregaon
Dharmaraj Kirana Store Near Jyoti Hotel Goregaon East,0.67 KM,,0 Votes,"H2 Ward, Shop No 31, Bmc Colony, Arunkumar Vaidya Marg, Santosh Nagar, Goregaon East, Mumbai - 400065, Near Jyoti Hotel",Goregaon
Gujrals Mega Mart Near Tobotil Near State Bank Of India Govandi East,0.57 KM,3.8,13 Votes,"Shop No.18, Govandi Street, Govandi East, Mumbai - 400088, Near Tobotil, Near State Bank Of India",Govandi
S Mart Govandi East,1.05 KM,4.2,30 Votes,"Patil Wadi, Bs Devashi Marg, Govandi East, Mumbai - 400088",Govandi
Mcha Kirana Shop Govandi East Govandi West,0.25 KM,4.5,4 Votes,"1155, Gautam Naga, New Gautam Nagar, Gautam Naga, New Gautam Nagar, Sonapur Road, Govandi West, Mumbai - 400043, Govandi East",Govandi
The Tree House Dionar Meet Mandi Tata Nagar Govandi West,0.39 KM,,0 Votes,"364 part 1/2, Tata Nagar-Govandi West, Mumbai - 400043, Dionar Meet Mandi",Govandi
The Tree House Dionar Meet Mandi Tata Nagar Govandi West,0.39 KM,,0 Votes,"Shop no 365/1, Tata Nagar-Govandi West, Mumbai - 400043, Dionar Meet Mandi",Govandi
Firdoos Supari Govandi West,0.43 KM,2.8,11 Votes,"1155, Gautam Naga, New Gautam Nagar, Gautam Naga, New Gautam Nagar, Sonapur Road, Govandi West, Mumbai - 400043",Govandi
New Kismat Kirana Store Govandi East,0.44 KM,5.0,1 Votes,"Raman Raza Chowk, Baiganwadi, Govandi East, Mumbai - 400088",Govandi
Sanda Mata Oil Depot Deonar Gate No1 Govandi West,0.46 KM,,0 Votes,"Shop No 12, Govandi West, Mumbai - 400043, Deonar Gate No1",Govandi
Bhola Nath Lallan Gupta Near Ali Xerox Govandi West,0.48 KM,1.0,1 Votes,"New Gautam Nagar Plot No.1 Banana Shop, Govandi West, Mumbai - 400043, Near Ali Xerox",Govandi
Suresh Provision Store Near Dainik Chemist Govandi East,0.54 KM,,0 Votes,"Ramji Umarshi Building, Govandi Station Road, Govandi East, Mumbai - 400088, Near Dainik Chemist",Govandi
Akhani Store Baiganwadi,0.54 KM,5.0,4 Votes,"Plot No. 13/A/2 (W), No 10, Govandi East, Baiganwadi, Mumbai - 400043",Govandi
Rahul Coconut Shop GovandiEast Govandi East,0.56 KM,5.0,2 Votes,"Govandi Gaonthan, Samrat Ashok Nagar, Govandi Station Road, Govandi East, Mumbai - 400088",Govandi
Solanki Stores Shivaji Nagar Govandi Govandi West,0.67 KM,5.0,1 Votes,"Plot No-46,Shop No-22/23 Solanki Store, Nera Bmc Hospital, Govandi West, Mumbai - 400043, Shivaji Nagar Govandi",Govandi
Rajghar Kirana Stores Wamam Tukaram Patil Marg Govandi West,0.67 KM,,0 Votes,"Datta Nagar, Govandi West, Mumbai - 400043, Wamam Tukaram Patil Marg",Govandi
Chandan Bakery stores Govandi East,0.69 KM,,0 Votes,"Devji Umarsey chawl, Shop No.3, Govandi East, Mumbai - 400088",Govandi
Geeta General Stores Near Hanuman Mandir Govandi West,0.69 KM,,0 Votes,"Datta Nagar, Govandi West, Mumbai - 400043, Near Hanuman Mandir",Govandi
Manish General Provision Stores Patwardhan Colony Deonar,0.7 KM,4.0,3 Votes,"2, Uday Building, B Wing, Govandi Station Road, Deonar, Mumbai - 400088, Patwardhan Colony",Govandi
New Govadari Stores Anandi Hotel Govandi East,,,0 Votes,"Plot No42, Road 6, Govandi East, Mumbai - 400088, Anandi Hotel",Govandi
Sunil Stores Near Old Bus Depot Daigan Wadi Govandi East,,,0 Votes,"Shop No A 3, Plot No 33, Govandi East, Mumbai - 400088, Near Old Bus Depot, Daigan Wadi",Govandi
Dinis Kirana Stores Shivaji Nagar Govandi West,,5.0,1 Votes,"2, Govandi West, Mumbai - 400043, Shivaji Nagar",Govandi
Guru Krupa Shop Govandi East,,,0 Votes,"10,Road No 9,Baiganwadi, Govandi, Mumbai, Govandi East, Mumbai - 400088",Govandi
Prabhakar General Store Govandi West,,,0 Votes,"Plot NO A/11/A/3, Shivaji Nagar No 2, Road No 9, Govandi West, Mumbai - 400043",Govandi
Madhumati General Store And Kirana Store Near shivaji nagar signal Govandi West,,,0 Votes,"shop no 10,govandi station road,opp janta tember market,mali smaj bhujbal wadi,hanuman chs, Govandi West, Mumbai - 400043, near shivaji nagar signal",Govandi
S k Supari STORE Near Masjid Govandi West,,,0 Votes,"Baerambaugh, Road No 14, Govandi West, Mumbai - 400043, Near Masjid",Govandi
Quality Bakery Govandi East,,4.2,5 Votes,"Shop No. 3,P.L.Lokhnde Marg, Buddha Nagar, Govandi East, Mumbai - 400088",Govandi
Gajanan Gupta General Stores Near Kapileshwar Mandir Govandi West,0.7 KM,,0 Votes,"Tata Nagar Road, Govandi West, Mumbai - 400043, Near Kapileshwar Mandir",Govandi
Ansari Kirana Store Govandi West,,,0 Votes,"Near Bye, Govandi West, Mumbai - 400043",Govandi
Al Hamd General Store Near Kokan Bank Govandi West,,,0 Votes,"Plot No 3/S/1, Shivaji Nagar, Road No 1, Govandi West, Mumbai - 400043, Near Kokan Bank",Govandi
M Mart Stores Govandi West,,,0 Votes,"Plot No 23/S/1, Shivaji Nagar, Road No 4, Govandi West, Mumbai - 400043",Govandi
Madin trader Baganwadi Hunda Hotel Govandi West,,,0 Votes,"Shop 5 Plot No 17, Road No 8, Govandi West, Mumbai - 400043, Baganwadi , Hunda Hotel",Govandi
Chand Store Near Masjid Govandi West,,,0 Votes,"Building No-10A , Shop No-4, Network Park ,Mhada Compound, Govandi West, Mumbai - 400043, Near Masjid",Govandi
Sandeep Kirana Store Ambedkar chowk Govandi West,,4.5,1 Votes,"Shop no. G1, prabuddha tower B Wing, Govandi West, mumbai - 400043, Ambedkar chowk",Govandi
Vasant Kirana Stores Gajanan Colony Govandi West,0.71 KM,0.5,2 Votes,"Shivaji Nagar Road, Govandi West, Mumbai - 400043, Gajanan Colony",Govandi
Asha Farshan Govandi West,0.71 KM,,0 Votes,"Plot.3/U/3,Shivaji Nagar, Govandi West, Mumbai - 400043",Govandi
Shri Vinayak Masala Stores Govandi West,0.74 KM,,0 Votes,"17k, Number 2, Phase 1, Shivaji Nagar, Govandi West, Mumbai - 400043",Govandi
Aditya General Stores Opposite Durga Tempel Nimoni Baug Gaoutam Nagar Road Govandi West Govandi West,0.76 KM,5.0,1 Votes,"Govandi West, Mumbai - 400043, Opposite Durga Tempel Nimoni Baug Gaoutam Nagar Road Govandi West",Govandi
Dilawar Stores Govandi West,0.8 KM,4.4,10 Votes,"Number 4, Govandi Slums, Indira Nagar, Phase Ii, Shivaji Nagar, Road, Govandi West, Mumbai - 400043",Govandi
Ruksar General Store Lotus Colony govandi,0.83 KM,,0 Votes,"Room No 927 Plot No 14, Lotus Colony-govandi, Mumbai - 400043",Govandi
Sanjay Kirana Stores Near Hanuman Mandir Govandi West,0.83 KM,,0 Votes,"Datta Nagar, Govandi West, Mumbai - 400043, Near Hanuman Mandir",Govandi
Deepak Kirana Stores Opposite R C C Nagar Govandi West,0.84 KM,,0 Votes,"Gautam Nagar, Govandi West, Mumbai - 400043, Opposite R C C Nagar",Govandi
Aqsa Biscuit And Kirana General Store Govandi West,0.86 KM,5.0,4 Votes,"Govandi Slums, Phase Ii, Shivaji Nagar, Govandi West, Govandi West, Mumbai - 400043",Govandi
Manisha Grain Store Govandi West,0.88 KM,,0 Votes,"Plot No.29/K, , 5, Number 3, Govandi Gaonthan, Phase 1, Shivaji Nagar, Road, Govandi West, Mumbai - 400043",Govandi
Suresh Kirana Store Near Kapleshwar Mandir Govandi West,0.88 KM,,0 Votes,"Tata Nagar, Govandi West, Mumbai - 400043, Near Kapleshwar Mandir",Govandi
Ambika Kirana Store Govandi Station Tata Nagar govandi West,0.92 KM,,0 Votes,"Shop No.12, Main Road, Tata Nagar-govandi West, Mumbai - 400043, Govandi Station",Govandi
Bilal Grain Store Near Shivaji Nagar Phase 1 Govandi West,0.92 KM,3.2,17 Votes,"21/K, Number 2, Govandi Slums, Govandi West, Mumbai - 400043, Near Shivaji Nagar, Phase 1,",Govandi
Dadi Maa Masala Centre Near Kokan Bank Shivaji Nagar Govandi East,0.92 KM,5.0,5 Votes,"Shop Number.3089 Plot Number.5 Gajanan Colony, Govandi East, Mumbai - 400088, Near Kokan Bank Shivaji Nagar",Govandi
New Sandu Dary Mani Haiway Road Govandi West,0.94 KM,,0 Votes,"building No 7 c Mahada Colony, Govandi, Govandi West, Mumbai - 400043, Mani Haiway Road",Govandi
Sumit Enterprises Near Police Station Govandi West,0.94 KM,,0 Votes,"13d, Lallubhai Compound, Dp Road, Govandi West, Mumbai - 400043, Near Police Station",Govandi
Santosh Store Govandi West,0.94 KM,3.0,2 Votes,"Plot No.10/G/1,Baigawadi, Govandi West, Mumbai - 400043",Govandi
Shiv Shankar Dryfruit General Stores Govandi West,0.98 KM,3.5,2 Votes,"Shop No. 2,P.L.Lokhnde Marg, Buddha Nagar, Govandi West, Mumbai - 400043",Govandi
Raeen Kirana Stores Govandi West,0.99 KM,,0 Votes,"Govandi, Plot No. 15/T/10, Baiganwadi, Govandi(W), Number 10, Govandi Slums, Shivaji Nagar, Road, Govandi West, Mumbai - 400043",Govandi
K G N General Store Police Station Govandi West,1.01 KM,4.8,8 Votes,"Shop No 1 Building No 7 C, Mahada Colony, Govandi West, Mumbai - 400043, Police Station",Govandi
Crown Store Opp Indian Oil Govandi West,1.04 KM,4.6,8 Votes,"Shop No.7, Shankra Colony, Ghatkoper Mandhurd Link Road, Govandi West, Mumbai - 400043, Opp Indian Oil",Govandi
Shaukat Ali Govandi West,1.06 KM,,0 Votes,"shivaji nagar, Govandi West, Mumbai - 400043",Govandi
Gajanmata Super Market Suni Jama Masjid Govandi West,1.06 KM,,0 Votes,"Road, Number 9, Govandi Slums, Phase Ii, Shivaji Nagar, Govandi West, Mumbai - 400043, Suni Jama Masjid",Govandi
V M Grocery Shop Govandi West,1.07 KM,1.0,2 Votes,"Number 4, Govandi Slums, Indira Nagar, Phase Ii, Shivaji Nagar, Road, Govandi West, Mumbai - 400043",Govandi
Sajan Store Govandi West,1.09 KM,2.0,1 Votes,"Plot No32-K-12, Baiganwadi, Shivaji Nagar, Govandi West, Mumbai - 400043",Govandi
Pappu Kirana Store Near Hakkani Masjid Govandi West,1.09 KM,,0 Votes,"Plot No 20/T/10, Road No 11, Govandi West, Mumbai - 400043, Near Hakkani Masjid",Govandi
Vijay Laxmi Nannekh Kirana Stores Govandi West,1.13 KM,5.0,2 Votes,"Dp Road, Annabhau Sathe Nagar, Govandi West, Mumbai - 400043",Govandi
Salim Grocery Stores Kamla Raman Nagar Baiganwadi Govandi West,1.16 KM,,0 Votes,"Furqaniya Masjid Road, Govandi West, Mumbai - 400043, Kamla Raman Nagar, Baiganwadi",Govandi
Vijay Kirana Store Govandi West,1.2 KM,2.0,2 Votes,"Number 14, Indra Nagar, Kamala Nagar, Govandi East, Road, Govandi West, Mumbai - 400043",Govandi
Rushda Supari Shop Near Tamire Millat Masjid Govandi West,1.25 KM,,0 Votes,"Plot No 34, Road No 13, Govandi West, Mumbai - 400043, Near Tamire Millat Masjid",Govandi
Vijay Grains Stores Deonar,,5.0,1 Votes,"Krishan Kutir-2, Govandi Station Road, Deonar, Mumbai - 400088",Govandi
Apna Super Market Kirana Store General Near Bus Depot Shivaji Nagar Govandi West,1.39 KM,5.0,1 Votes,"Sanjay Nagar, 90ft Road, Govandi West, Mumbai - 400043, Near Bus Depot Shivaji Nagar",Govandi
Apala Bazar Wholesale Retail Shop Govandi East Mankhurd,1.46 KM,,0 Votes,"89, Mankhurd West, Dr.Babsaheb Ambedker Nagar, Mohit Patil Road, Mankhurd, Mumbai - 400043, Govandi East",Govandi
Happy Shoppy Mankhurd,1.49 KM,5.0,2 Votes,"Mankhurd West, Dr.Babsaheb Ambedker Nagar, Govandi East, Mankhurd, Mumbai - 400043",Govandi
Mahalaxmi Kirana General Store Near Railways Station Mankhurd,,5.0,1 Votes,"Shop No 85, Mahatma Phule Nagar Sainath Chawl, Mankhurd, Mumbai - 400088, Near Railways Station ,",Govandi
Chetna Stores Near BMC School Trombay,1.76 KM,5.0,1 Votes,"Shop No. Mg-5/1/1, Mankhurd Road, Trombay, Mumbai - 400088, Near BMC School",Govandi
Apna Kirana Store,0.44 KM,4.0,2 Votes,"Plot No.50/T-A/12,Shivaji Nagar, Mumbai - 400043",Govandi
Jyoti Enterprises Near Lallubhai Compound Mankhurd,0.48 KM,,0 Votes,"Shop No 8, Sai Dham Building, Mankhurd, Mumbai - 400043, Near Lallubhai Compound",Govandi
S M R Seva Kirana Stores,0.87 KM,,0 Votes,"Number 6, Phase Ii, Shivaji Nagar, Road, Mumbai - 400043, Behind Darearqam Masjid",Govandi
Rajdhani Traders Near Hiranandani Mankhurd,0.87 KM,,0 Votes,"Shop No 1/52, Lallubhai Compound, Mankhurd, Mumbai - 400043, Near Hiranandani",Govandi
K K Masala Near Police Chowkei Mankhurd,0.93 KM,5.0,3 Votes,"Building No - 10, Shop No - 2, Lallubhai Compound Road, Mankhurd, Mumbai - 400043, Near Police Chowkei",Govandi
Ramdev Trading Kirana Mankhurd,0.96 KM,3.2,5 Votes,"Biulding, Lallubhai Compound, No.10/A,Shop No.18,Heranandani Aakriti, Mankhurd, Mumbai - 400043",Govandi
Krupa Stores Mankhurd,1 KM,3.7,3 Votes,"Biulding No 5, Akruti .,Shop, Lallubhai Compound, Number 2, Road, Mankhurd, Mumbai - 400043",Govandi
Kerana store Mankhurd,1.01 KM,3.0,1 Votes,"Lallubhai Compound, Mankhurd, Mumbai - 400043",Govandi
Bayyan Mata Kirana And General Store Near By Lalu Bhai Compound Mankhurd,1.03 KM,,0 Votes,"Lalu Bhai Compound Shop No 18, Mankhurd, Mumbai - 400043, Near By Lalu Bhai Compound",Govandi
Ramdev Kirana General Store Near Sun Grace School Mankhurd,1.09 KM,2.0,1 Votes,"Building No 22, Shop No 2, Hiranandani Akruti, Lallubhai Compound Road, Mankhurd, Mumbai - 400043, Near Sun Grace School",Govandi
Shahran Bakery Store Mangir Baba Mandir Mankhurd,1.09 KM,3.7,3 Votes,"Cen-634, Room No.936, Krantiveer Chawl, Anna Bhau Sathe Nagar, Mankhurd, Mumbai - 400043, Mangir Baba Mandir",Govandi
Rajam Store Shiv Mandhir Mankhurd,1.11 KM,5.0,1 Votes,"No - 5, Shop No 08, Hiranandani Building , Lallubhai Compound, Shiv Mandhir Road, Mankhurd, Mumbai - 400043, Shiv Mandhir",Govandi
A J Buscuits Store,1.16 KM,,0 Votes,"Plot No, 32 /B/ Baigandwadi -W, Phase 1, Shivaji Nagar, Mumbai - 400043",Govandi
Aamina Grain Store Go,1.26 KM,,0 Votes,"Plot No.39a 4, Vaiganwadi, Number 13, Road, Go, Mumbai - 400043",Govandi
Sushil Kirana Stores,1.26 KM,5.0,1 Votes,"Anna Bhau V.G., Annabhau Sathe Nagar, Jeejabai Bhosale Marg, Mumbai - 400043",Govandi
Shree Bhairunath Kirana Stores Maharashtra Nagar Mankhurd,,,0 Votes,"Trimurti Chawl, Mankhurd, Mumbai - 400088, Maharashtra Nagar",Govandi
Shree Ganesh Oil Depot Annasaheb Patil Maidan Maharashtra Nagar Mankhurd,,,0 Votes,"Samta Chawl, Mankhurd, Mumbai - 400088, Annasaheb Patil Maidan, Maharashtra Nagar",Govandi
Shree Krishna Kirana General Stores Maharashtra Nagar Mankhurd,,,0 Votes,"Shivshakti Chawl, Mankhurd, Mumbai - 400088, Maharashtra Nagar",Govandi
Aparna Kirana General Store Near Maharashtra Nagar Mankhurd,,,0 Votes,"Shop No 1, Rayreshwar Chawl, Mankhurd, Mumbai - 400088, Near Maharashtra Nagar",Govandi
Danapaani Retail Dukes Company Deonar,,4.9,7 Votes,"Majethia Industrial Estate, Wt Patil Marg, Deonar, Mumbai - 400088, Dukes Company",Govandi
Anil Stores Mankhurd,1.4 KM,,0 Votes,"Ambedkar Nagar 2, Jyotirling Nagar, Mankhurd, Mumbai - 400088",Govandi
Jyotirling stores Datta mandir Mankhurd,1.41 KM,5.0,1 Votes,"Shop no 78, Jyotirling nagar, Mankhurd, Mumbai - 400043, Datta mandir",Govandi
Tanaji General stores Datta mandir Mankhurd,1.41 KM,,0 Votes,"Jhotirling nagar, Mankhurd, Mumbai - 400043, Datta mandir",Govandi
Om Chetanya Collection Jyotirling Nagar Mankhurd,1.42 KM,,0 Votes,"PMGP Colony, Datta Mandir Lane, Mankhurd, Mumbai - 400043, Jyotirling Nagar",Govandi
Nalin Stores Mankhurd,1.45 KM,2.0,3 Votes,"106,Shop No.7,New Mahada Colony, West, Mankhurd, Mumbai - 400088",Govandi
Sai Siddhi Kirana Stores Petrol Pump Mankhurd,1.5 KM,,0 Votes,"Shop No - 5,, PMGP Street, Mankhurd, Mumbai - 400043, Petrol Pump",Govandi
Jai Maharashtra Masala Stores Mankhurd,1.62 KM,5.0,1 Votes,"Mohite Patil Nagar, P M G M Road, Mankhurd, Mumbai - 400043",Govandi
Dibyanshu Jaiswal Kirana Stores P M G P Colony Mankhurd,1.65 KM,,0 Votes,"Shop No 13, Building No 11, Sharda Chawal, Mankhurd, Mumbai - 400043, P M G P Colony",Govandi
Jay Bajrang Kirana General Stores Mangal Nagar Mankhurd,1.65 KM,,0 Votes,"Shop No 3, Mangalmurti Complex, Mankhurd, Mumbai - 400043, Mangal Nagar",Govandi
Maharashtra Kirana Store Mhada Colony Mankhurd,1.65 KM,,0 Votes,"Shop No 8, Building No 106, Mankhurd, Mumbai - 400043, Mhada Colony",Govandi
Gupta Kirana Stores Lokshahi Annabhau Sathe Nagar Mankhurd,1.65 KM,,0 Votes,"Sitaram Dham Hanuman Chawl, Veer Jijamata Bhosle Marg, Mankhurd, Mumbai - 400043, Lokshahi Annabhau Sathe Nagar",Govandi
Firdous Kirana General Store Opp Rajpurohit Chemist General Store Jogeshwari West,1.92 KM,3.5,2 Votes,"Shop No. 6, Building No. 9, Ashiyana Apartment, Amrut Nagar, Jogeshwari West, Mumbai - 400102, Opp Rajpurohit Chemist & General Store",Jogeshwari
Royal General Stores Jogeshwari West,0.89 KM,4.3,119 Votes,"Live Well Co-Operative Housing Society, Beheram Baug Road, Jogeshwari West, Mumbai - 400102",Jogeshwari
Salman Medical General Store Opposite Ram Shyam Jogeshwari West,0.78 KM,4.2,167 Votes,"Shop No 4,A Wing Raj Nagar Colony, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Ram Shyam",Jogeshwari
Obaid Medical General Store Below Malika Hospital Jogeshwari West,0.19 KM,4.1,252 Votes,"Shop No 6, R B Sharma Centre, S V Road, Jogeshwari West, Mumbai - 400102, Below Malika Hospital",Jogeshwari
Omair Medical General Store Opposite Raj Nagar Jogeshwari West,0.77 KM,4.1,184 Votes,"Shop Number 2, Rippon Apartment, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Raj Nagar",Jogeshwari
Lucky Store Off S V Road Opposite Agarwal Estate Jogeshwari West,0.57 KM,3.4,7 Votes,"Shop No 4, Prathmesh Kutir, Jogeshwari West, Mumbai - 400102, Off S V Road, Opposite Agarwal Estate",Jogeshwari
Huda Medical General Stores Opposite Orbit Eye Centre Jogeshwari West,0.78 KM,3.7,34 Votes,"Shop No. B/4, Ripon Apartment, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Orbit Eye Centre",Jogeshwari
Royal General Store Opp Fish Market Jogeshwari West,0.88 KM,4.3,148 Votes,"Live Wel Co-Op. Housing Society, Behram Baug, Jogeshwari West, Mumbai - 400102, Opp Fish Market",Jogeshwari
Arihant Medical General Store Opposite Ismail Yusuf College Jogeshwari East,0.66 KM,4.3,33 Votes,"Shop No 1, Shree Niketan Building, Hfs Road, Jogeshwari East, Mumbai - 400060, Opposite Ismail Yusuf College",Jogeshwari
Ashoka Medical General Store Near Ismael Yusuf College Ground Jogeshwari East,0.58 KM,4.5,19 Votes,"Shop No. 2, Nilesh Building, Jogeshwari East, Mumbai - 400060, Near Ismael Yusuf College Ground",Jogeshwari
Liberty Store Jogeshwari East,0.96 KM,3.0,1 Votes,"Shop Number 9 Madhuvan Chawl, Thakur Nagar, Jogeshwari East, Mumbai - 400060",Jogeshwari
Hayat Medical General Store Near millat nurshing home Jogeshwari West,0.5 KM,3.8,20 Votes,"Shop No 4, Markaz View, S V Road, Jogeshwari West, Mumbai - 400102, Near millat nurshing home",Jogeshwari
Prakash Medical Store Natwar Nagar Jogeshwari East,1.06 KM,4.1,35 Votes,"Shop No 3/4, Tivoli Terrace, Road No 5, Jogeshwari East, Mumbai - 400060, Natwar Nagar",Jogeshwari
Apna Medical General Stores Near Hotel Firdoss Jogeshwari West,1.16 KM,4.5,23 Votes,"Shop No 3 Hasanabad Apartment, Behram Baug Road, Jogeshwari West, Mumbai - 400102, Near Hotel Firdoss",Jogeshwari
Honesty Stores Near Railway Station Jogeshwari East,0.39 KM,5.0,1 Votes,"Ganga Nivas, Shop No 4, Gufa Road, Jogeshwari East, Mumbai - 400060, Near Railway Station",Jogeshwari
Ashoka Dry Fruits General Store Near Dena Bank Jogeshwari East,0.5 KM,3.7,31 Votes,"5a, Laxmi Niwas, HFS Road, Jogeshwari East, Mumbai - 400060, Near Dena Bank",Jogeshwari
Ashapura Provision Stores Hanuman Chowk Meghwadi Jogeshwari East,1.18 KM,4.5,2 Votes,"Shop No 6, Siddeshwar Niwas, Scotters Colony Road, Jogeshwari East, Mumbai - 400060, Hanuman Chowk, Meghwadi",Jogeshwari
Chamunda Medical General Stores Natwar Nagar Jogeshwari East,1.23 KM,3.7,24 Votes,"3/12, Sahyadri Cottage, P P Dias Compound, Road No 5, Jogeshwari East, Mumbai - 400060, Natwar Nagar",Jogeshwari
Usha Stores Near Bank Of Baroda Jogeshwari East,0.54 KM,3.9,20 Votes,"Shop No. 4-B, Interlink Co Operative Housing Society, Caves Road, Jogeshwari East, Mumbai - 400060, Near Bank Of Baroda",Jogeshwari
Royal Super Market Bhavani Chowk Jogeshwari East,0.54 KM,4.0,1 Votes,"Shop No 1, Bhavani Chowk, Bandrekar Wadi, Bandrakar Wadi Road, Jogeshwari East, Mumbai - 400060, Bhavani Chowk",Jogeshwari
Lucky General Store Jogeshwari West,0.8 KM,3.0,1 Votes,"Shop No 5, Jogeshwari West, Mumbai - 400102",Jogeshwari
Lucky General Stores Near Universal Tower Jogeshwari West,0.81 KM,3.5,2 Votes,"Shop-5 Ashiyana Apartment, Amrut Nagar, Jogeshwari West, Mumbai - 400102, Near Universal Tower",Jogeshwari
Raj General Store Near Jogeshwari Railway Crossing Jogeshwari East,0.95 KM,4.0,3 Votes,"Shop No 1, New Jogeshwari Bhaji Market, Jogeshwari East, Mumbai - 400060, Near Jogeshwari Railway Crossing",Jogeshwari
Shree balaji medical general store Meghwadi Jogeshwari East,1.06 KM,,0 Votes,"Shop no 1, Income tax colony, Jogeshwari East, Mumbai - 400060, Meghwadi",Jogeshwari
Royal General Store Near Madina Masjid Jogeshwari West,1.76 KM,4.0,2 Votes,"Shop No 4 Milat Chawl, Link Road, Jogeshwari West, Mumbai - 400102, Near Madina Masjid",Jogeshwari
Hariya Stores Near Anand Nagar Jogeshwari West,1.76 KM,3.0,2 Votes,"Shop No.7,-8 Patiliputra Nagar, New Link Road, Jogeshwari West, Mumbai - 400102, Near Anand Nagar",Jogeshwari
Rathod Medical and General Store Near Hdfc Bank Jogeshwari East,0.54 KM,4.5,10 Votes,"Shop No 5, Aradhna Building,Hardevi Society, Station Road, Jogeshwari East, Mumbai - 400060, Near Hdfc Bank",Jogeshwari
Jolly Medical And General Store Opposite Linkway Hospital Near Mahatma Gandhi School Jogeshwari West,1.34 KM,4.1,10 Votes,"Shop No 14A/14/B, CB Shaikh Estate, Jogeshwari West, Mumbai - 400102, Opposite Linkway Hospital, Near Mahatma Gandhi School",Jogeshwari
Shifa Medical And General Store Opposite Dheeraj Gaurav Heights Behram Baug Jogeshwari West,1.46 KM,4.1,13 Votes,"Shop No 20 Gaondevi Co-Operating Housing Society Building, New Link Road, Jogeshwari West, Mumbai - 400102, Opposite Dheeraj Gaurav Heights, Behram Baug",Jogeshwari
K P Store Near railway station Jogeshwari West,0.08 KM,4.6,6 Votes,"Shop no. 2 tulsi niwas, Patel estate road, Jogeshwari West, Mumbai - 400102, Near railway station",Jogeshwari
Shifa Medical General Stores Near Momin Nagar Near Jogeshwari Station Jogeshwari West,0.16 KM,4.0,33 Votes,"Shop No 4, Annazir Building, Patel Estate Road, Jogeshwari West, Mumbai - 400102, Near Momin Nagar, Near Jogeshwari Station",Jogeshwari
Ashapura Dhanya Bhandar Near Shankarwadi Jogeshwari East,,4.5,1 Votes,"Jogeshwari East, Mumbai - 400060, Near Shankarwadi",Jogeshwari
Ramesh General Stores Jogeshwari East,,,0 Votes,"Jogeshwari East, Mumbai - 400060",Jogeshwari
Saraswati General Stores Meghwadi No 2 Opposite Sai Baba Mandir Jogeshwari East,,5.0,1 Votes,"Jogeshwari East, Mumbai - 400060, Meghwadi No 2, Opposite Sai Baba Mandir",Jogeshwari
Suryakant General stores Jogeshwari West,,,0 Votes,"Jogeshwari West, Mumbai - 400102",Jogeshwari
Tawakkal General Stores Opp Agarwal Estate Jogeshwari West,0.58 KM,3.7,5 Votes,"shop no 1, Prathmesh Kutir, Jogeshwari West, Mumbai - 400102, Opp Agarwal Estate",Jogeshwari
Shree Saraswati General Store Near Post Office Jogeshwari East,0.63 KM,3.9,70 Votes,"Shop No 1, Rathod Niwas, H F Society Road, Jogeshwari East, Mumbai - 400060, Near Post Office",Jogeshwari
Sharma Stores Near State Bank Of India Jogeshwari West,0.63 KM,,0 Votes,"S V Road, Jijabhai Lane, Jogeshwari West, Mumbai - 400102, Near State Bank Of India",Jogeshwari
Dinesh Store Opposite Maharaj Bhavan Jogeshwari East,0.66 KM,4.0,1 Votes,"Shop No 2, Gusa Caves Road, Jogeshwari East, Mumbai - 400060, Opposite Maharaj Bhavan",Jogeshwari
Salman Chemist Near Mahatma Gandhi School Jogeshwari West,0.78 KM,4.0,88 Votes,"Shop No 1, Gautam Nagar, Behram Baug Road, Jogeshwari West, Mumbai - 400102, Near Mahatma Gandhi School,",Jogeshwari
