Name,Distance,Rating,Votes,Address,OriginFile 
Deepak General Store Next to Apex Hospital Borivali West,0.48 KM,2.8,5 Votes,"Shop No. 03, Om Sagar Apartment, Chandavarkar Road,, Borivali West, Mumbai - 400092, Next to Apex Hospital,",Borivali
Meena Biscuits General Stores Near Gokul Hotel Borivali West,0.57 KM,5.0,2 Votes,"Shop No 7 Rokadia Apartment, Rokadia Lane, Borivali West, Mumbai - 400092, Near Gokul Hotel",Borivali
Shakti General Store Opposite Ram Mandir Borivali West,0.62 KM,4.5,2 Votes,"Jaganath Apartment 1, Shop No 1, Mandpeshwar Road, Borivali West, Mumbai - 400103, Opposite Ram Mandir",Borivali
Chheda Provision Store Opposite CKP Colony Borivali West,0.67 KM,3.9,6 Votes,"Shop No 5 Tulit Building Royal Complex, Eksar Road, Borivali West, Mumbai - 400092, Opposite CKP Colony",Borivali
Patel tobaco store Near police station Borivali East,0.7 KM,,0 Votes,"shop.no-6,SUKLA CHAWL, Main Carter road, Borivali East, Mumbai - 400066, near police station",Borivali
Mohammad Yusuf General Stores Opposite Shamshan Bhumi Daulat Nagar Sanjay Nagar Borivali East,0.9 KM,,0 Votes,"Shop No 1, Sv Road, Borivali East, Mumbai - 400066, Opposite Shamshan Bhumi, Daulat Nagar, Sanjay Nagar",Borivali
Ramdev Kirana Store Eksar Road Borivali West,0.91 KM,,0 Votes,"Shop No 7, Trigun Co Op Hou Soc, Borivali West, Mumbai - 400092, Eksar Road",Borivali
Ashapura Super Market Abhyudaya bank Borivali East,0.91 KM,4.0,1 Votes,"Shop no 7 rattan deep co.op hag, Kasturba cross road no 1, Borivali East, Mumbai - 400066, Abhyudaya bank",Borivali
Navyug Medical And General Stores Nearby Vazira Naka Borivali West,0.97 KM,4.3,47 Votes,"Shop No 3 & 4, Old Ashok Nagar, Ashok Nagar, Borivali West, Mumbai - 400091, Nearby Vazira Naka,",Borivali
Perfect Dry Fruits a General Store Ashok Nagar Borivali West,0.98 KM,4.4,4 Votes,"Shop No. 6, Deep Raj Apartment, Borivali West, Mumbai - 400092, Ashok Nagar",Borivali
New Pradeep General Stores Opp Swamiji School Borivali East,1.01 KM,4.4,7 Votes,"Shop No 2 Viraj Apartment, Daulat Nagar No 10, Borivali East, Mumbai - 400066, Opp Swamiji School",Borivali
Maharashtra General Store Near Badi Masjid Borivali East,1.01 KM,,0 Votes,"Shop No 1, Dattadin Yadav Chawl, Kaju Pada Road, Borivali East, Mumbai - 400066, Near Badi Masjid",Borivali
Vijay Store Neardwarka Restorent Borivali West,1.1 KM,4.3,12 Votes,"Shop No. 06 Madhuvan Heights, Shimpoli Cross Road No. 01, Shimpoli Cross Road No. 01, Borivali West, Mumbai - 400092, Neardwarka Restorent",Borivali
Laxmi General Store Near Devi Pada Borivali East,1.12 KM,,0 Votes,"Shop No 1, Laxmi Niwas, Sant Gora Kumbhar Road, Borivali East, Mumbai - 400066, Near Devi Pada",Borivali
Ashapura Store Shanti Ashram LIC Colony Borivali West,1.13 KM,4.1,9 Votes,"Shop No 3, Devki Nagar, Devki Aashirwad Building, Eksar Road, Borivali West, Mumbai - 400092, Shanti Ashram, LIC Colony",Borivali
Kumar general store OPP Satguru tower Borivali East,1.15 KM,,0 Votes,"Shop no.1 Hanuman chal, Western Express Highway, Borivali East, Mumbai - 400066, OPP Satguru tower",Borivali
P M Traders Behind Karnataka Bank Borivali West,1.17 KM,4.3,3 Votes,"103, Lic Shopping Center, I C Colony, Lic Colony Road, Borivali West, Mumbai - 400103, Behind Karnataka Bank",Borivali
Uday General Stores Off New Link road Borivali West,1.18 KM,4.7,3 Votes,"Shop No. b/4, Jairaj Nagar, Off Link road, Borivali West, Mumbai - 400091, Off New Link road",Borivali
Ramdev Stores Opp Om Kareshwer Mandir Borivali East,1.22 KM,3.8,8 Votes,"Shop No 7, , New Shivam Build, Kulupwadi Road, Borivali East, Mumbai - 400066, Opp Om Kareshwer Mandir",Borivali
Choice dry fruit and general stores Borivali West,1.23 KM,3.0,1 Votes,"Shop no 1, Jayraj nagar,, Borivali West, Mumbai - 400091",Borivali
Gogari Stores Kastur Park Borivali West,1.29 KM,2.5,2 Votes,"Shop no.11, Shivdarshan Bldg, Shimpoli Road, Borivali West, Mumbai - 400092, Kastur Park",Borivali
Arnav Super Market Opposite Don Bosco School Vazira Borivali West,1.29 KM,,0 Votes,"Shop No 8, Acharya Ashram Cooperative Housing Society Limited, Borivali West, Mumbai - 400092, Opposite Don Bosco School, Vazira",Borivali
Bhavani Medical General Stores Borivali East,1.35 KM,4.0,3 Votes,"D 12 Adinath Tower, Borivali East, Mumbai - 400066",Borivali
Mahavir General Stores Borivali East,1.43 KM,2.0,1 Votes,"datta krupa building, shop no.2, Dattapada Road, Borivali East, Mumbai - 400066",Borivali
Kheratkar General Stores Borivali East,1.44 KM,,0 Votes,"Shop No 2, Torna Apartment, Dattapada Road, Borivali East, Mumbai - 400066",Borivali
Gala Medical General Stores Near Police Choki Borivali East,1.47 KM,4.0,16 Votes,"Shop No 4, Ahiri Chawl, Kajupada, Borivali East, Mumbai - 400066, Near Police Choki",Borivali
Avdena Manglore Stores Near Mary Immaculate School Borivali West,1.59 KM,4.0,29 Votes,"Shop No 4, Hill Abode, L M Road, Borivali West, Mumbai - 400103, Near Mary Immaculate School",Borivali
Mamta General Store Nearby Mary Immaculate High School Borivali West,1.61 KM,5.0,1 Votes,"Shop No.12, Shreeji Complex Bldg, L M Road, Borivali West, Mumbai - 400103, Nearby Mary Immaculate High School",Borivali
Vikas General Stores Shimpoli Borivali West,1.65 KM,4.0,2 Votes,"Chhatrpati Shivaji Nagar,Kasturbapark Road, Borivali West, Mumbai - 400092, Shimpoli",Borivali
Laxmi provision store Opposite Guru Dwara Borivali West,1.9 KM,,0 Votes,"Beena Bhavna Chs, Saibaba Nagar Borivili, Borivali West, Mumbai - 400092, Opposite Guru Dwara",Borivali
Pooja Stationery General Stores Near Saibaba Nagar Borivali West,1.92 KM,5.0,2 Votes,"Shop No 4, Happy Home Apartment, Borivali West, Mumbai - 400091, Near Saibaba Nagar",Borivali
Shalimar General Store Opposite Gurudwara Borivali West,1.92 KM,3.8,5 Votes,"Shop No 16 Bina Bhawana Soc, Saibaba Mandir Road, Borivali West, Mumbai - 400092, Opposite Gurudwara",Borivali
Dharmraj Grain Stores Near SAI Baba Nagar Borivali West,1.98 KM,,0 Votes,"Shop No 4, A Shivai Co-Operative Housing Society Ltd, Satya Nagar, Borivali West, Mumbai - 400092, Near SAI Baba Nagar",Borivali
Mahavir General Store Borivali East,0.09 KM,,0 Votes,"Rai Dogri, Carter Road No 5, Borivali East, Mumbai - 400066",Borivali
Shree Ambika Magathane Borivali East,0.2 KM,,0 Votes,"Magathane-Borivali East, Mumbai - 400066",Borivali
Patel Chemist General Stores Opposite SAI Baba Nagar Borivali West,,3.3,6 Votes,"Suchali Niwas, Ram Baug Lane, S V Road, Borivali West, Mumbai - 400091, Opposite SAI Baba Nagar",Borivali
New Lucky Medical General Stores Borivali West,,5.0,1 Votes,"S V P Road, Borivali West, Mumbai - 400091",Borivali
Gayatri Stationery And General Store Opp Pragati School Borivali West,,4.8,15 Votes,"Shop No 4 Gorai Shree Omkar CHS Ltd Plot No 82, Road No Rsc 48, Borivali West, Mumbai - 400091, Opp Pragati School",Borivali
Jay Ambe General Stores Khadi Near Masjid Borivali West,,4.0,3 Votes,"7 S E Colony, Borivali West, Mumbai - 400092, Khadi Near Masjid",Borivali
Neha General Store Shimpoli Borivali West,,,0 Votes,"5,Hiraji Kutir, Gavand Chawl, Borivali West, Mumbai - 400092, Shimpoli",Borivali
K R Enterprises Oppostie Shimpoli Telephone Exchange Borivali West,,,0 Votes,"Shop No 2,New Nikit Apartment, Borivali West, Mumbai - 400092, Oppostie Shimpoli Telephone Exchange",Borivali
Kusum General Store Gorai Borivali West,,5.0,1 Votes,"Shop No-04,Sanjhog CHS, Navjivan Nagar, Borivali West, Mumbai - 400091, Gorai",Borivali
Rahim general stores Near kukus hotel Borivali West,,,0 Votes,"Shop no 12, Chandavarkar road, Borivali West, Mumbai - 400092, Near-kukus hotel",Borivali
Rosh general stores Near sai palace hotel Borivali West,,,0 Votes,"Shop no 123, Chandavarkar road, Borivali West, Mumbai - 400092, Near-sai palace hotel",Borivali
Babu general stores Near Kukus Restaurant Borivali West,,2.8,2 Votes,"Shop No. 34, S V Road, Borivali West, Mumbai - 400092, Near Kukus Restaurant",Borivali
Goodluck General Store Near B M C Garage Borivali West,,,0 Votes,"Plot No.83 D /8 Swapn Safalya Housing Society, Borivali West, Mumbai - 400092, Near B.M.C.Garage",Borivali
Hinglaj Mata General Store Gorai 1 Borivali West,0.29 KM,,0 Votes,"Shop No 1, Bhim Nagar, Galli No 3, Borivali West, Mumbai - 400092, Gorai 1",Borivali
Fab Inn Super Market Near Haji Ali Dargah Haji Ali,0.97 KM,3.9,55 Votes,"Shop No 3, Heera Panna Shopping Centre, Haji Ali, Haji Ali, Mumbai - 400034, Near Haji Ali Dargah",Breach Candy
Diet Tamasha Opposite Oside Heera Haji Ali,0.97 KM,3.0,1 Votes,"Shop No. 5 & 6, Rewa Appartment B, Panna, Bhula Bhai Desai Road, Haji Ali, Mumbai - 400034, Opposite Oside Heera",Breach Candy
KBs Fair Price Sobo Central Mall Near Haji Ali Tardeo,0.99 KM,3.9,5 Votes,"Ground Floor, Sobo Central Mall, Tardeo Road, Tardeo, Mumbai - 400034, Near Haji Ali",Breach Candy
SAVMORE Supermarket Haji Ali Circle Tardeo,0.99 KM,,0 Votes,"Shop No 1, Heera Panna Shopping Arcade, Tulsiwadi RTO Road, Tardeo, Mumbai - 400034, Haji Ali Circle",Breach Candy
Soni Moni Provision Store Haji Ali,1 KM,,0 Votes,"Shop no.15 sahakar niwas, Haji Ali, Mumbai - 400034",Breach Candy
Saroj General Stores Near Hira Pannalal Shopping Centre Tardeo,1.02 KM,,0 Votes,"Shop No.11, Goundwat Chawl, Tardeo Road, Tardeo, Mumbai - 400034, Near Hira Pannalal Shopping Centre",Breach Candy
Duttatray Provision Stores Tardeo,1.04 KM,,0 Votes,"Shop No 6, Raheja Excelsior, Pandit Madan Mohan Malviya Marg, Tardeo, Mumbai - 400034",Breach Candy
Gupta provision store Tardeo,1.06 KM,,0 Votes,"9, dawoodbhai fazalbhai blg, Tardeo, Mumbai - 400034",Breach Candy
Shaikh bhajiwala Tardeo,1.4 KM,4.0,2 Votes,"Dadal Estate, Bane Compound, Tardeo, Mumbai - 400034",Breach Candy
Jinaam Stores Opp Chheda Medical Stores Tardeo,1.46 KM,,0 Votes,"Shop No.6, Yasho Mandir Building, Sane Guruji Road,, Tardeo, Mumbai - 400034, Opp. Chheda Medical Stores",Breach Candy
Gajanan general store Near Tulsiwadi post office Tardeo,1.49 KM,,0 Votes,"Shop no-7,Arya nagar, Tardeo, Mumbai - 400034, Near Tulsiwadi post office",Breach Candy
Mane brothers Tardeo,1.62 KM,,0 Votes,"Shop no gasswala building, Tardeo, Mumbai - 400034",Breach Candy
Jalaram Trading Opp Reliance Super Mumbai Central,1.68 KM,,0 Votes,"Shop No 5, Zariwala Bldng, Dr. DB Marg, Mumbai Central, Mumbai - 400008, Opp Reliance Super",Breach Candy
RCM Bazar Near Reliance Mall Mumbai Central,1.69 KM,4.0,4 Votes,"Shop No 13, Santoshi Mata Society, D B Marg, Mumbai Central, Mumbai - 400008, Near Reliance Mall",Breach Candy
A to Z cake shop Opp Rilayance Mart Mumbai Central,1.7 KM,,0 Votes,"Geetanjali bldg Ground floo, Belasis Road, Mumbai Central, Mumbai - 400008, Opp Rilayance Mart",Breach Candy
Central Chana Bhandar Mumbai Central Railway Station Mumbai Central,1.71 KM,3.7,2 Votes,"Shop No.C-32, Central Avenue, Dr. D.B. Marg, Mumbai Central, Mumbai - 400008, Mumbai Central Railway Station",Breach Candy
Central Chana Bazar Near Reliance Super Mumbai Central,1.72 KM,4.0,1 Votes,"Shop no C -33, Belasis Road, Mumbai Central, Mumbai - 400008, Near Reliance Super",Breach Candy
Prince Super Market Opp Reliance Super Market Mumbai Central,1.72 KM,,0 Votes,"Shop No.6, Ground Floor, 79/81Jariwala Chawl, Dr. D. B. Marg, Mumbai Central East, Mumbai Central, Mumbai - 400008, Opp. Reliance Super Market",Breach Candy
Amrit Medical And General Stores Shambang Mumbai Central,,0.5,1 Votes,"36, N M Joshi Marg, Mumbai Central, Mumbai - 400008, Shambang",Breach Candy
K Aboobakar Baputty General Store Mumbai Central,,,0 Votes,"Chowty Chamber,, Anandarshram Bhagat Singh Patel Road,, Mumbai Central, Mumbai - 400008",Breach Candy
Lalji Meghji Mumbai Central,,,0 Votes,"24, Ghas Galli,, Mumbai Central, Mumbai - 400008",Breach Candy
Madhuri General Stores Mumbai Central,,,0 Votes,"50, G D Ambekar Road, Laxmi Chambers, Raikar Chawl,, Mumbai Central, Mumbai - 400008",Breach Candy
Byculla Chemist And General Store Near Byculla Station Byculla,0.29 KM,4.8,9 Votes,"Shop No1, Yousuf Chamber, DR. Ambedkar Road Byculla East, Byculla, Mumbai - 400027, Near Byculla Station",Byculla
Ganesh Tea Stores Opposite Byculla Police Station Byculla,0.3 KM,4.2,28 Votes,"Shop No 7, Regena Pasisi, Dr Ambedkar Road, Byculla, Mumbai - 400027, Opposite Byculla Police Station",Byculla
Jacky General Stores Byculla,1.33 KM,4.3,16 Votes,"Aga Khan Compound, 44 Clare Road, Byculla, Mumbai - 400027",Byculla
Mangalore General Stores Near Sunrise Hotel Byculla Railway Station Byculla,0.17 KM,3.8,10 Votes,"Shop No 1, Haji Islam Gani Building, Dr B A Road, Byculla, Mumbai - 400027, Near Sunrise Hotel & Byculla Railway Station",Byculla
Deepak Medical And General Stores Opposite Jain Temple Byculla,0.01 KM,4.2,5 Votes,"Sidhachal Darshan Shop No 4, Seth Moti Shah Road, Byculla, Mumbai - 400027, Opposite Jain Temple",Byculla
Ramji Hirji Company Opposite Rustom Baug Byculla,0.07 KM,3.0,1 Votes,"122 x lane, Sant Savata Marg, Byculla, Mumbai - 400027, Opposite Rustom Baug",Byculla
New Life General Stores Byculla,,4.3,3 Votes,"77 8 Maualana Azad Road, Maualana Azad Road, Byculla, Mumbai - 400027",Byculla
Shree Ganesh General store B J marg Byculla,0.55 KM,,0 Votes,"6 4/A4 floor grd, mahatma phule nager, Byculla, Mumbai - 400027, B.J marg",Byculla
Siddhnath General Stores Opp S Bridge Byculla,0.81 KM,3.5,2 Votes,"5 Lokhandwala Galaxy, K K Marg, Byculla, Mumbai - 400027, Opp S Bridge",Byculla
Bombay Baroda General Stores Byculla,,,0 Votes,"79, K K Marg, Byculla, Mumbai - 400027",Byculla
Gouri General Store Byculla,,,0 Votes,"Byculla, Mumbai - 400027",Byculla
Shabnam Madina General Store Madanpura Byculla,,,0 Votes,"Shop No 2, Maulana Azad Road, Byculla, Mumbai - 400027, Madanpura",Byculla
Makhdoom General Stores Madanpura Byculla,,,0 Votes,"Shop No 8, Maulana Azad Road, Byculla, Mumbai - 400027, Madanpura",Byculla
Devika General Store Byculla,,,0 Votes,"Byculla, Mumbai - 400027",Byculla
Rk General Store Nr Balaji Hospital Byculla,0.07 KM,3.5,1 Votes,"Shop No 15 A Ground Floor X Line 3 Byculla East, Sant Savta Marg, Byculla, Mumbai - 400027, Nr Balaji Hospital",Byculla
Karmashi hirji and co Balaji Hospital Byculla,0.07 KM,,0 Votes,"Warden chawl sant Santa marg shop no 1, Byculla, Mumbai - 400027, Balaji Hospital",Byculla
R K General Store Next to balaji hospital Byculla,0.08 KM,5.0,1 Votes,"17 A, Mustaffa bazar, Byculla, Mumbai - 400027, next to balaji hospital",Byculla
Aristo General Store Near Station Byculla,0.08 KM,,0 Votes,"Shop No 14, Sansawta Marg, Byculla, Mumbai - 400027, Near Station",Byculla
Aristo General Store Near Heritage Hotel Byculla,0.12 KM,,0 Votes,"14, Sant Savta Marg, Byculla, Mumbai - 400027, Near Heritage Hotel",Byculla
Aristo General Store Opp Gloriya Church Byculla,0.12 KM,,0 Votes,"Shop No.14, Victoria Road, Byculla, Mumbai - 400027, Opp. Gloriya Church",Byculla
T S General Stores Opp Gloria Church Byculla,0.13 KM,2.0,1 Votes,"Shop No 5, Sant Savta Marg, Byculla, Mumbai - 400027, Opp Gloria Church",Byculla
Moon Light Biscuit Mart Opposite Gloria Church Byculla,0.13 KM,,0 Votes,"Byculla East, Victoria Road, Victoria Roadst Savta Marg, Byculla, Mumbai - 400027, Opposite Gloria Church",Byculla
Gauri General Store Near Gloriya Church Byculla,0.14 KM,,0 Votes,"Shop No. 2, Station Road, Byculla, Mumbai - 400027, Near Gloriya Church",Byculla
Janata Sev Bhandhar provision Byculla Railway Station Byculla,0.15 KM,,0 Votes,"Shop No.18 Mahavir Estate, N M Marg, Byculla, Mumbai - 400027, Byculla Railway Station",Byculla
Adarsh Provision And General Stores Babasaheb Ambedkar Marg Byculla,0.19 KM,,0 Votes,"Shop No 3 Ramnagar, Nr Rly Stn, Byculla, Mumbai - 400027, Babasaheb Ambedkar Marg",Byculla
Adarsh provision and general stores Opp Victoria garden Byculla,0.19 KM,,0 Votes,"Shop no 3,ramnagar, Dr Ambedkar Road, Byculla, Mumbai - 400027, Opp Victoria garden",Byculla
Adarsh Provision General Store Opposite Rani Baug Byculla,0.21 KM,3.0,1 Votes,"114 A Ram Nagar, Dr Ambedkar Road, Byculla, Mumbai - 400027, Opposite Rani Baug",Byculla
Jagdish Brother General Store Byculla Station Byculla,0.22 KM,,0 Votes,"Byculla, Mumbai - 400027, Byculla Station",Byculla
Maharashtra Soap Center Byculla,0.27 KM,,0 Votes,"Gujari Bajar Market ground floor, near fish Market Byculla East, Byculla, Mumbai - 400027",Byculla
Ambrose Savio Shop Near Byculla Station Byculla,0.3 KM,,0 Votes,"642/46,Noor Manzil,Shop no.8, N.M Joshi Road, Byculla, Mumbai - 400027, Near Byculla Station",Byculla
M S Shethia Grain Byculla,0.3 KM,3.0,1 Votes,"Shop Number 4/5, B, M.S. Shethia Grainprovision & General Store, Marzban Mansion, Nub Marg, Byculla East, Byculla, Mumbai - 400027",Byculla
Ambrose Savio P B Shop Byculla,0.31 KM,,0 Votes,"642/46 and Nur Manjil,Shop no.8,An Am Joshi Marg Byculla West, Byculla, Mumbai - 400027",Byculla
Arihant Medical And General Stores Opposite Maszid Byculla,0.33 KM,4.8,2 Votes,"Shankeshwar Parashwanath Society, Shop no-10, N.M. Joshi Marg, Byculla, Mumbai - 400027, Opposite Maszid",Byculla
Ghanshyam Cloth Stores N M Joshi Marg Byculla,0.34 KM,,0 Votes,"673/B, Sankheshwar Parshwanath Shopping Center, Byculla, Mumbai - 400027, N M Joshi Marg",Byculla
Om Sai Ram All Shop Near Jijamata Udhyan Byculla,0.34 KM,,0 Votes,"Shop No. 3, Dr Ambedkar Road, Byculla, Mumbai - 400027, Near Jijamata Udhyan",Byculla
Tu Ak Nirankar Stores Byculla,0.34 KM,4.5,1 Votes,"Narayan Bhawan, Shop No 10, N.m.joshi Marg, 1st Cross Lean Byculla West, Byculla, Mumbai - 400027",Byculla
New Byculla Stores Opposite Byculla Station West Byculla,0.35 KM,4.0,2 Votes,"646, Sakina Manzil, N M Joshi Marg, Byculla, Mumbai - 400027, Opposite Byculla Station West",Byculla
Rehmatnmedical And General Store Byculla Station near Moti masjid Byculla,0.35 KM,,0 Votes,"shop jo.1, habib apartment, chamber lane, Byculla, Mumbai - 400027, Byculla Station near Moti masjid",Byculla
Shewale Egg Bakery Store Near Byculla Station Byculla,0.35 KM,,0 Votes,"Shop no. 2, Station Road, Byculla, Mumbai - 400027, Near Byculla Station",Byculla
Shree Mahakali General Stores Opposite Khatau Mill Byculla,0.36 KM,,0 Votes,"Mahavir Building, N M Joshi, Byculla, Mumbai - 400027, Opposite Khatau Mill",Byculla
Ramesh General Stores Near Byculla Rly Station Byculla,0.37 KM,4.7,3 Votes,"Shop No 1, Khatau Chawl No . 3, B. J. Marg, Byculla, Mumbai - 400027, Near Byculla Rly Station",Byculla
Shree Sai Dry Fruit Store Byculla,0.38 KM,3.6,8 Votes,"Sai Baba Mandir, Byculla West, Jacob Circle, N M Joshi Marg, Byculla, Mumbai - 400027",Byculla
Suresh General Store Near Jain Mandir Byculla,0.39 KM,4.6,16 Votes,"Shop No 170 Moti Shah Jain Park, love Lane, Byculla, Mumbai - 400027, Near Jain Mandir",Byculla
Mauala General Stores Byculla,,,0 Votes,"Transit Cmap Oop Chawl No 4 Next To Main Gate Room No 4 E M X 68, M S Ansari Marg, Byculla, Mumbai - 400027",Byculla
Meenakshi General Store Near Axis Bank ATM Byculla Station Byculla,0.41 KM,,0 Votes,"Shop No. 2, N M Joshi Marg, Byculla, Mumbai - 400027, Near Axis Bank ATM & Byculla Station",Byculla
Fakhri General Stores Byculla,0.42 KM,3.5,2 Votes,"837, Bapurao Jagtap Marg, Attarwala Building, Byculla, Mumbai - 400027",Byculla
J K Pan Shop Byculla Byculla,0.45 KM,5.0,2 Votes,"515, Vishwamangal Society, Dhaku Prabhuchi Wadi East, Es Patanwala Marg, Byculla, Mumbai - 400027, Byculla",Byculla
A C Patel General Stores Byculla,0.46 KM,,0 Votes,"Theabi Appartment, T.B. Kadam Road Chinchpokli X Lane, Shop No 1 Buyculla, Byculla East, Byculla, Mumbai - 400027",Byculla
Sha Bhangi Kharaj Byculla,0.48 KM,4.3,4 Votes,"Shop No. 6, Gulzar Appartment, Dhaku Prabhuchi Wadi, Byculla East, Dadoji Konddev Cross Marg, Dadoji Konddev Cross Margdadoji Konddeo Cross Lane, Byculla, Mumbai - 400027",Byculla
Shri mahavir general store Byculla,0.5 KM,,0 Votes,"Seth motishah Jain, Seth Moti Shah Road, Byculla, Mumbai - 400027",Byculla
Jai Santoshi Maa Chana Shop Near Rani Bag Byculla,0.52 KM,3.0,1 Votes,"Shop No. 922, B J Marg, Byculla, Mumbai - 400027, Near Rani Bag",Byculla
Laxmi kirana shop Opp to Planet Godrej Byculla,0.56 KM,4.0,1 Votes,"Byculla, Mumbai - 400027, Opp to Planet Godrej",Byculla
Ajit Bidi Shop Jacob Circle Byculla,0.57 KM,,0 Votes,"B J Marg, Byculla, Mumbai - 400027, Jacob Circle",Byculla
New National Chemist General Store Opposite Muncipali E Ward Byculla,0.64 KM,4.4,11 Votes,"S-2, Allahfiz Manzil, Sankli Street, Byculla, Mumbai - 400027, Opposite Muncipali E Ward",Byculla
BBC General Stores Near Fly Over Byculla,0.66 KM,,0 Votes,"Shop No 13/14, Byculla House, Sir J J Road, Byculla, Mumbai - 400027, Near Fly Over",Byculla
Royal General Store Near Khataumil Byculla,0.66 KM,,0 Votes,"Suryaji Compound/2, Pakhadi Road, Byculla, Mumbai - 400027, Near Khataumil",Byculla
Rajesh Medical General Stores Byculla,0.68 KM,,0 Votes,"Ghodapdeo Road, Parel Tank Road, Byculla, Mumbai - 400027",Byculla
