Name,Distance,Rating,Votes,Address
Mishra General Store Nr Queen Mery High School Opera House,,,0 Votes,"416 Dada Bhai Manzil, Bp Road, Opera House, Mumbai - 400004, Nr Queen Mery High School"
Shree Mangalmurti General Store Cawasji Patel Tank,0.76 KM,5.0,2 Votes,"No. 488, 2nd, Sutar Galli Corner, Bhuleshwar, Pb Marg, Cawasji Patel Tank, Mumbai - 400004"
Variety General Stores Lamington Road,,3.7,3 Votes,"No.297,, Lamington Road, Mumbai - 400004"
Sher general Stores Near Union Bank Charni Road,0.77 KM,,0 Votes,"378 vitthalnivas building, VP Road, Charni Road, Mumbai - 400004, Near Union Bank"
V G Gandi,0.83 KM,3.0,2 Votes,"Kennedy Bridge, Shapur Baug, East, V.P. Road, V.P. Road Grant Road, Mumbai - 400004"
Dinu General Stores Cawasji Patel Tank,0.86 KM,,0 Votes,"182, Minara Mansion, 2nd Kumbharwada, Chor Bazaar, Kamathipura, Ss Maharaj Marg, Cawasji Patel Tank, Mumbai - 400004"
Shubhankar Store,0.88 KM,3.0,2 Votes,"13, Noor Mohd. Biulding., 13, East, J.S.S. Road, J.S.S. Roadgrant Road, Mumbai - 400004"
Mahila Vastu Bhandar,0.9 KM,5.0,4 Votes,"No.150, Gora Gandhi Biulding, 2nd Kumbharwada, Chor Bazaar, Kamathipura, Ss Maharaj Marg, Mumbai - 400004"
Ambica Medical Centre Opera House,0.94 KM,4.6,3 Votes,"No 123, Nageshwar Bhuvan, Sant Sena Maharah Marg, Opera House, Mumbai - 400004"
Siddeshwar General Stores Chira Bazar Charni Road,0.97 KM,,0 Votes,"380a, Nana Shankar Sheth Wadi, J S S Road, Charni Road, Mumbai - 400004, Chira Bazar"
Shri Ganesh General Stores Paek Wadi Prarthana Samaj,1.11 KM,,0 Votes,"Parikh, 200, Gr Flr, V P Rd, Prarthana Samaj, Mumbai - 400004, Paek Wadi"
Janta General Store Near Librarty Cawasji Patel Tank,1.18 KM,,0 Votes,"Shop No 03Puppala Bldg, S P Road, Cawasji Patel Tank, Mumbai - 400004, Near Librarty"
Chaar Bhuja Kirana General Store Cawasji Patel Tank,1.49 KM,3.8,10 Votes,"45, Hatim Manzil, Surti Mohalla, Nagpada, Vasil Khan Marg, Cawasji Patel Tank, Mumbai - 400004"
Ali Khan General store Opp Star Marbles Cawasji Patel Tank,1.51 KM,5.0,1 Votes,"Shop No 1 Bldg No 98, Doncun Road, Cawasji Patel Tank, Mumbai - 400004, Opp Star Marbles"
Shree Ganesh General Stores Opp Tip Top Charni Road,0.4 KM,,0 Votes,"202 ground floor, V P Road, Charni Road, Mumbai - 400004, Opp Tip Top"
