The Bharat General Stores Opp union bank Cawasji Patel Tank,0.48 KM,4.0,5 Votes,"50/50 navyug house, V P Road, Cawasji Patel Tank, Mumbai - 400004, Opp union bank",https://www.justdial.com/Mumbai/The-Bharat-General-Stores-Opp-union-bank-Cawasji-Patel-Tank/022P8800533_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon

Chaar Bhuja Kirana General Store Cawasji Patel Tank,1.49 KM,3.8,10 Votes,"45, Hatim Manzil, Surti Mohalla, Nagpada, Vasil Khan Marg, Cawasji Patel Tank, Mumbai - 400004",https://www.justdial.com/Mumbai/Chaar-Bhuja-Kirana-General-Store-Cawasji-Patel-Tank/022PXX22-XX22-180327150818-A4P6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon

Big Bazaar The Hub Mall Near Western Express Highway Goregaon East,1.2 KM,3.9,82 Votes,"C/O Nirlon Compound, Goregaon East, Mumbai - 400063, Near Western Express Highway",https://www.justdial.com/Mumbai/Big-Bazaar-The-Hub-Mall-Near-Western-Express-Highway-Goregaon-East/022PXX22-XX22-180219062223-G4L8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Chheda Sales Opposite Kedia Hospital Off MG Road Goregaon West,0.53 KM,4.2,285 Votes,"Shop No 2,3,4 Kiran Industrial Estate, Goregaon West, Mumbai - 400062, Opposite Kedia Hospital, Off MG Road",https://www.justdial.com/Mumbai/Chheda-Sales-Opposite-Kedia-Hospital-Off-MG-Road-Goregaon-West/022P1232729957D5Y5I7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Central Store Near Anupam Stationary Goregaon East,0.85 KM,4.1,68 Votes,"Accord Classic Shop No.7, Station Road, Goregaon East, Mumbai - 400063, Near Anupam Stationary",https://www.justdial.com/Mumbai/Central-Store-Near-Anupam-Stationary-Goregaon-East/022PXX22-XX22-120222193426-X6T5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Shanti Dal Mill Opposite Vardan Jewellers Goregaon West,0.71 KM,4.3,131 Votes,"1,2 Old Bora House,, Grampanchyayat Road,, Goregaon West, Mumbai - 400062, Opposite Vardan Jewellers,",https://www.justdial.com/Mumbai/Shanti-Dal-Mill-Opposite-Vardan-Jewellers-Goregaon-West/022P6105009_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Nutan Dal Mill Opposite Hotel Shabri Goregaon West,0.62 KM,3.9,224 Votes,"Shop No 1 & 2, Ganesh Bhavan, M G Road, Goregaon West, Mumbai - 400062, Opposite Hotel Shabri",https://www.justdial.com/Mumbai/Nutan-Dal-Mill-Opposite-Hotel-Shabri-Goregaon-West/022P209550_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Satyam Stores Near Bangur Nagar Chowki Bangur Nagar goregaon West,1.51 KM,4.2,49 Votes,"Shop No 60,Bhanumati Society, Bangur Nagar-goregaon West, Mumbai - 400104, Near Bangur Nagar Chowki",https://www.justdial.com/Mumbai/Satyam-Stores-Near-Bangur-Nagar-Chowki-Bangur-Nagar-goregaon-West/022P1901785_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Mangalore Stores Goregaon West,0.04 KM,4.3,96 Votes,"20, Jawahar Nagar, Swami Vivekanand Marg, Goregaon West, Mumbai - 400104",https://www.justdial.com/Mumbai/Mangalore-Stores-Goregaon-West/022PXX22-XX22-181126202441-R3B5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

Pragati Super Mart NEAR VIJAYA BANK NEAR PHATAK Goregaon West,0.3 KM,3.8,23 Votes,"179/180 KAMLA CHARAN BUILDING, ROAD.2, Goregaon West, Mumbai - 400062, NEAR VIJAYA BANK NEAR PHATAK",https://www.justdial.com/Mumbai/Pragati-Super-Mart-NEAR-VIJAYA-BANK-NEAR-PHATAK-Goregaon-West/022PXX22-XX22-160626200001-I4E3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

First Choice Foodland Opposite Rosary Church Goregaon West,0.87 KM,4.3,9 Votes,"434, Unnat Nagar, Motilal Nagar Ii, Mahatma Gandhi Road, Goregaon West, Mumbai - 400062, Opposite Rosary Church",https://www.justdial.com/Mumbai/First-Choice-Foodland-Opposite-Rosary-Church-Goregaon-West/022PXX22-XX22-190109202509-G8I8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon

